[属性描述]
坐标系=西安1980
几度分带=3
投影类型=高斯克吕格
计量单位=米
带号=39
精度=0.001
转换参数=,,,,,,
[地块坐标 ]
9,113369,1,地块1,面,,商服用地,,@
J01,1,4075397.4,39584728.74
J02,1,4075431.576,39584914.4
J03,1,4075480.088,39585177.79
J04,1,4075488.791,39585225.04
J05,1,4075141.357,39585265.82
J06,1,4075258.96,39584892.81
J07,1,4075266.017,39584878.13
J08,1,4075267.136,39584873.42
J09,1,4075291.341,39584716.71
